"LOB","class_code","class_code_desc","auto_size_class","auto_size_class_type","auto_size_class_weight","auto_business_use_class","auto_radius_class","auto_fleet","auto_classification","auto_subclassification","auto_type","auto_subtype"
AL,"01371",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"01372",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"01373",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"01374",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"01379",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"01381",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"01382",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"01383",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"01384",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"01385",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"01389",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"01391",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"01392",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"01399",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,N,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"01411",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"01412",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"01413",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"01414",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"01415",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"01416",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"01419",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"01421",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"01422",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"01423",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"01424",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"01425",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"01426",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"01427",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"01429",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"01431",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"01432",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"01433",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"01434",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"01435",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"01439",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"01441",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"01442",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"01443",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"01444",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"01449",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"01451",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"01452",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"01453",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"01454",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"01461",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"01462",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"01469",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"01471",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"01472",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"01473",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"01474",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"01479",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"01481",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"01482",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"01483",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"01484",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"01485",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"01489",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"01491",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"01492",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"01499",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Local Up to 50 Miles,Y,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"01511",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"01512",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"01513",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"01514",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"01515",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
AL,"01516",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,Structural Iron or Steel,"Truck, Tractor, or Trailer",
AL,"01519",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Manufacturers,NOC,"Truck, Tractor, or Trailer",
AL,"01521",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Common Carriers,"Truck, Tractor, or Trailer",
AL,"01522",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"01523",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Chemicals,"Truck, Tractor, or Trailer",
AL,"01524",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Iron and Steel,"Truck, Tractor, or Trailer",
AL,"01525",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - NOC,"Truck, Tractor, or Trailer",
AL,"01526",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Exempt Carriers - Hauling Livestock,"Truck, Tractor, or Trailer",
AL,"01527",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,Contract Carriers - Hauling Petroleum or Petroleum Products,"Truck, Tractor, or Trailer",
AL,"01529",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Truckers,NOC,"Truck, Tractor, or Trailer",
AL,"01531",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Canneries an Packing Plants,"Truck, Tractor, or Trailer",
AL,"01532",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Fish and Seafood,"Truck, Tractor, or Trailer",
AL,"01533",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Frozen Food,"Truck, Tractor, or Trailer",
AL,"01534",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Fruit and Vegetable,"Truck, Tractor, or Trailer",
AL,"01535",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,Meat or Poultry,"Truck, Tractor, or Trailer",
AL,"01539",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Food Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"01541",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Armored Cars,"Truck, Tractor, or Trailer",
AL,"01542",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Film Delivery,"Truck, Tractor, or Trailer",
AL,"01543",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Magazines or Newspapers,"Truck, Tractor, or Trailer",
AL,"01544",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,Mail and Parcel Post,"Truck, Tractor, or Trailer",
AL,"01549",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Specialized Delivery,NOC,"Truck, Tractor, or Trailer",
AL,"01551",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Automobile Dismantlers,"Truck, Tractor, or Trailer",
AL,"01552",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Building Wrecking Operators,"Truck, Tractor, or Trailer",
AL,"01553",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Garbage,"Truck, Tractor, or Trailer",
AL,"01554",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Waste Disposal,Junk Dealers,"Truck, Tractor, or Trailer",
AL,"01561",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,Individually Owned or Family Corp. - Other Than Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"01562",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,Livestock Hauling,"Truck, Tractor, or Trailer",
AL,"01569",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Farmers,NOC,"Truck, Tractor, or Trailer",
AL,"01571",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Excavating,"Truck, Tractor, or Trailer",
AL,"01572",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Sand and Gravel - Other than Quarrying,"Truck, Tractor, or Trailer",
AL,"01573",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Mining,"Truck, Tractor, or Trailer",
AL,"01574",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,Quarrying,"Truck, Tractor, or Trailer",
AL,"01579",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Dump and Transit Mix Trucks and Trailers,NOC,"Truck, Tractor, or Trailer",
AL,"01581",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Building - Commercial,"Truck, Tractor, or Trailer",
AL,"01582",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Building - Private Dwellings,"Truck, Tractor, or Trailer",
AL,"01583",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,"Electrical, Plumbing, Masonry, Plastering and Other Repair or Service","Truck, Tractor, or Trailer",
AL,"01584",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Excavating,"Truck, Tractor, or Trailer",
AL,"01585",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,Street and Road,"Truck, Tractor, or Trailer",
AL,"01589",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,Contractors - Other Than Dump Trucks,NOC,"Truck, Tractor, or Trailer",
AL,"01591",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,Logging and Lumbering,"Truck, Tractor, or Trailer",
AL,"01592",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,Petroleum Business,"Truck, Tractor, or Trailer",
AL,"01599",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Intermediate 51-200 Miles,Y,NOC,NOC,"Truck, Tractor, or Trailer",
AL,"01611",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,Y,Manufacturers,Chemical,"Truck, Tractor, or Trailer",
AL,"01612",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,Y,Manufacturers,Furniture,"Truck, Tractor, or Trailer",
AL,"01613",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,Y,Manufacturers,Garment,"Truck, Tractor, or Trailer",
AL,"01614",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,Y,Manufacturers,Machinery,"Truck, Tractor, or Trailer",
AL,"01615",TTT,"Light Trucks (0-10,000 lbs. GVW)",Light Trucks,"0-10,000 lbs. GVW",Service,Long Distance Over 200 Miles,Y,Manufacturers,Metal,"Truck, Tractor, or Trailer",
